No Sad Songs|0.0
Tu moissonneras la tempête|3.3
Bröderna|2.6
Run Leia Run|2.933333333333333
"30 Minutes|3.45
Scrags|0.0
Mockery|0.0
Konyakçi|0.0
Untitled Fisherman's Friends Comedy|2.7
Oil|2.0
A Song for George Steinberg|3.1
Das Echo der Schuld|2.95
Zombie Roadkill|2.8
(2006-04-04)|0.0
Ryder and Brendyn|2.9
Flughafen Schöneberg|3.2
(#26.32)|0.0
Hardball|0.0
Tod im U-Bahnschacht|3.35
Il resto di niente|2.9
NBA Basketball|3.2
Curious Sights in Burmah and Cashmere (Section 2)|0.0
(1999-04-02)|3.6
Por la independencia de España|2.5
Vinashak - Destroyer|3.1
In Hazard|2.3
Perils in Nude Modeling|0.0
Okurkový hrdina|3.1
The Rumor|2.8
Dark Night of the Pumpkinman|2.7
Eight O'Clock and All Is Well|0.0
Fei tian nu lang|2.75
The Dismissal|2.35
Deadly Lessons|3.35
Razbeg|3.6
17 filles|2.8
Sari Zeybek|3.0
Souls at Sea|3.5
Devin's Barefoot Initiation|2.8
Japan's Disaster Caught on Camera|3.3
Kettle of Fish|0.0
Red Badge of Death|3.2
The Hijacking of Studio 4|2.95
Whose Shit Is This?|2.65
(2001-04-02)|2.8
(#5.8)|0.0
RPM Tuning|2.55
My Enemy's Enemy|2.9
Shonen tanteidan: Teki wa genshisenkoutei|3.4
Ameisen gehen andere Wege|0.0
The Dawn of Man|3.05
Fate/Stay Night|3.25
Murder in Space|0.0
Nate Dogg|2.9
Burçak tarlasi|0.0
Shannon|2.8
All the Brothers Were Valiant|0.0
(2012-08-09)|0.0
Under the Weeping Willow|0.0
The Boyfriend|3.5
TNA Wrestling: Lockdown|2.7
Mini Weekend|3.4
Happy Valley|3.1
The Potentiality of Storming Heaven|3.2
The Popeye Show|0.0
Forced Love|4.0
The Legend of Bo Diddley|0.0
Choutoki Meikyuu Legion|2.75
State's Evidence|0.0
The Deerslayer|0.0
Stuttgarter Blüten|3.05
What Price Trident?|3.15
(#4.35)|0.0
"Water en vuur|3.2
Rebellion of Thought|0.0
Anafartalarda itilaf ordularinin püskürtülmesi|3.0
Tanta agua|2.8666666666666667
Höllenleben - Eine multiple Persönlichkeit auf Spurensuche|2.625
Kickin' the Conga Round|3.7
Fast ein Poet|0.0
Flou artistique|3.2
Jackanory|3.1
"Walker|3.15
Aburakurasu no matsuri|3.3
Mulatto Diaries: The Movie|0.0
Manilow Live!|3.0
Over There|3.35
"So Wrong|0.0
Era uma Vez um Vagabundo|0.0
Mrs. Wiggs of the Cabbage Patch|3.1
The Calendar Fashion Show|2.6
Murder in the Air|0.0
The Life and Times of Alf Garnett|3.25
Grenzgänger|3.4
A Match Made in Seven|0.0
(1994-04-07)|0.0
"Suave|0.0
Shakespeares Venus og Adonis|2.8
Las superamigas contra el profesor Vinilo|2.5
"Somewhere|3.1
Hong kil dong|2.3
The Injured Party|0.0
The Last American Freak Show|0.0
Fukushachô wa jishin ga shuyaku de aru kanôsei ni tsuite kataranai|0.0
Flickorna i Småland|3.9
Salazar: Paz na Guerra|0.0
Thanks for the Memory|0.0
The Land We Love|0.0
The Counter|3.7
Big Air Dare/Otto's Big Break|2.4
The Persistence of Memory|0.0
The Art of Leadership|3.1
The Isle of Pingo Pongo|2.7
Änglaford|3.075
Fjernsyn fra da far var dreng|0.0
(#24.10)|0.0
Unfair Game|0.0
Sophia Loren: Her Own Story|2.6333333333333333
"With Affection|2.95
Nut Factory|2.8
Supermover|3.15
The Voice of Love|2.7
Blind Justice|0.0
The Exodus: Part 2|2.5
Nos enfants|3.1
The Not So Lone Ranger|3.2
The Making of 'Space Truckers'|2.6333333333333333
(#33.11)|0.0
The Tree of Life|0.0
Concierto barroco|0.0
Zombies: A Living History|2.4
School of Love|0.0
Shonen tanteidan: Tomei kaijin|2.8
Lord of War|0.0
Wu Lang ba gua gun|0.0
The Miracle of Love|3.0
Later with Greg Kinnear|2.85
Bijo kenshi: Futari seppuku|3.066666666666667
Aksuat|3.15
Toby and the Flood|2.6
Mady's Day|0.0
The School for Scandal|0.0
Inside Studio II|0.0
The Mutineers|0.0
Vasa Zeleznova|0.0
The Pint-Sized Punk|3.6
Sheng long huo hu xiao ying xiong|3.5
Den kära leken|2.9
"William Baluchet|0.0
Wedding Belles|2.9
Imitating Life|3.2
Good People|3.1
Down Periscope|2.6666666666666665
Der Fußfesselmörder|0.0
It'll Be Alright on Election Night|3.0
His Country Cousin|2.6
Me and Orson Welles|1.9
Joan Collins|2.85
(#1.75)|0.0
Haley|0.0
Faux Pas De Deux|2.75
Cass & Cary: Who Wants to Be a Billionaire?|3.4
Few Options|0.0
(#1.22)|0.0
Aquaman|0.0
Et Effi Dofkim Rak Pa'am Ahat|3.2
Supreme Court Oral Arguments|3.125
Person to Bunny|0.0
Stopover in Paradise|3.05
Ana.com Camen.es|2.35
Bubblegum Crisis Tokyo 2040: Shadow War|2.3
"Me|3.1
(#8.158)|3.2
(#4.2)|0.0
"Oh Johnny|2.7
The Kid|3.25
Anne Le Guen|2.4
Cerný prapor|3.2
The 'Frasier' Story|3.25
Hotpots|3.05
La madonna del parto|3.1
Perico el de los palotes|3.0
Los tesoros artísticos del Himalaya|0.0
(#1.5454)|0.0
Ease My Pain|3.1333333333333333
The Adventures of Junior Raindrop|3.5
Trapped by Television|3.1
Second Fiddle|0.0
God of Chaos|0.0
Kiyomi|3.2
(#42.59)|0.0
Ranjeni orao|2.8
Health Freaks|3.1
Sanpo suru wakusei|2.6
The Wedding Song|3.25
Avro Junior Songfestival 2007|0.0
Negative Polarity|2.6333333333333333
VH-1 Where Are They Now: TV Hunks|3.3
Ricky Wilson Interview|2.9
Regeneration|3.2
Titanic: End of an Era|0.0
Gokudo no onna-tachi: Akai kizuna|0.0
"Legally Blonde 2: Red|2.4
The Blind Date|3.1
(#42.99)|3.0
Heroes of the Street|3.0
Il fiacre N. 13|2.9
Zwei rote Rosen|3.2
(1991-07-15)|3.1
Friend in Need|3.2
Esmeralda|2.7
Woops!|4.0
Prom Queen: The Brooke Bowman Story|2.95
Self Storage|3.0
Baja Oklahoma|2.7
Bonneville|2.5
Hangman's Game|2.5
The Shaolin Massacre|2.6
The Wiz|0.0
Barbie Riding Club|0.0
The Minion|3.0
Rookie School|3.1
Civil Brand|2.8
Devil's Due|3.0
Patsy's First Love|3.3
Luksusfælden|3.55
The Long Trail|0.0
Aakrosam|0.0
Verurteilt 1910|2.864864864864865
Are There More Than 3 Dimensions?|2.5
"Changing Our Minds: Clear Thoughts on Depression|2.7
The Girl Who Could Run 600 Miles Per Hour|2.4
Mr. Monk and the Badge|0.0
The Little Whirlwind|3.5
La sirène du Mississipi|3.1
När Mörkret Faller...|0.0
Michel Strogoff|0.0
Standards and Practices|3.6
The Big Show|2.7
The Road|0.0
The Transformation of Sulka|2.6
Battle Stations|3.3
(#4.7)|2.2
Rozhdestvo obitateley lesa|3.3
Is There a Doctor in the Howe?|2.85
Grin and Stop Baring It|0.0
Elimination|0.0
(#1.1)|0.0
Parisian Life|0.0
F-Stops|2.533333333333333
Rollercoaster/Candace Loses Her Head|0.0
Miffo|2.2
Soldiers of Capernaum|2.3
Piloti|0.0
Enlightenment: Part Two|0.0
How to Stop Being a Loser|0.0
Bobby Bumps' World Serious|0.0
MPG 2000: Men of Fury|0.0
(2011-05-30)|0.0
"Iriya no sora|2.7
The Ward|3.3
"Mountain Rescue in Montana|3.0
Mira + Marie|2.933333333333333
Buster's Big Chance|3.3
Ingagi|2.85
(1953-11-04)|2.933333333333333
Safety|3.4
Le secret du petit milliard|3.5
Flucht ins Paradies|2.8
Alanis Morissette: We're with the Band|3.3
True Love|2.7
"Pure Sex|3.25
The Trials of Oscar Slater|0.0
The Najera Family|2.8
Toi... le venin|0.0
Broadway Bill|3.0
Asha goes to India|2.8
Mananabas|0.0
Carnegie Hall Opening Night 1995|0.0
The Bay|0.0
Petrina hronia|2.7
Bogey Manor|0.0
I Can't Believe I Married a Lesbian|0.0
A Man of Means|3.2
At One View|3.6
De Elfenprins|0.0
Match|2.9
(2000-06-27)|0.0
Post Mortem|2.7
"Roger Pelerin|3.2
Lincz|3.12
O teleftaios fakiris|3.6
Lethal Enforcers|2.9
003 y medio|0.0
Karla og Katrine|3.5
Volunteers for Verdi|3.4
Broken Fidelity|3.4
La mujer de las camelias|3.1
"It's Me|3.15
Mattschiche Dance|3.0
Yagyû ichizoku no inbô|2.9
Film Futures 2000|0.0
Cross-Country Romance|0.0
(#1.6226)|3.1
"Klein Londen|3.5
El oro de los montes|3.0
Star Wars: Music by John Williams|0.0
Futari|0.0
Ilona Christen|3.6
An Evening of Stars: 25th Anniversary Tribute to Lou Rawls|0.0
"Martin Lowe|3.3
(#1.10435)|0.0
NASCAR: The Coca-Cola 600|3.6
Mozes en Aaron|3.0
Sharon: Portrait of a Mistress|0.0
Rocky: The Final Battle|3.35
Mr. Jarr and the Lady Reformer|0.0
First Man|0.0
Joker|2.875
Sailor Moon the Movie|0.0
Inondations|2.8
And Then I'll Stop... Does Any of This Sound Familiar?|3.2
Apartment 29|0.0
Dream Work|0.0
Utazás a koponyám körül|2.8
Red Hot Hoofs|0.0
(#6.14)|3.05
Der Prinz von Homburg|3.05
Kip|3.0
Carny Tales|0.0
The 'Corsair'|2.7666666666666666
Break on Through|2.7
Tentacle 8|2.8
(#2.3)|2.5
(#1.1)|3.6
De moeder van Jan|3.2
Crédit bonheur|0.0
Fire Me... Please|3.25
(#1.9788)|0.0
El lápiz del carpintero|2.3
Star Wars: Rogue Squadron III - Rebel Strike|3.1
Prestige|0.0
The Sims|0.0
Bridge Across Time|3.0
Cowboy|3.4
(#1.6268)|3.4
No Escape|3.05
Arranged|3.15
I Am Like Cities|0.0
Bobby Jones|3.0
Joey Gets Tough|3.6
Transition|2.7
Rahan rata|2.9
Pump pump|3.2666666666666666
Sekret|2.7
Inside the Khmer Rouge|2.9444444444444446
Women & Wallace|0.0
Paddy Whacked: The Irish Mob|0.0
(#1.14)|2.7
We All Fall Down: The American Mortgage Crisis|0.0
Tell About the South: Voices in Black and White|0.0
Caught in a Cabaret|2.9
The Heterosexual Agenda|2.9
The Trouble with Billy|0.0
Short in the Saddle|3.5
The Get Along Gang|0.0
The Lonelys|3.0
Der Zappler|3.0
Mancattan|3.75
Dong Xiaowan|0.0
Von's Room|0.0
In Old Kentucky|3.9
Chimera|2.5
The Freediver|3.3
Prisoner of War|0.0
Fox Online|3.8
Ivanovo detstvo|3.3
Wingless Angels: A Short Film|2.95
Anderson Cooper 360°|3.5
Promzona|3.2
Billie's Goat|3.1
Halbwahrheiten|0.0
Guerillere Talks|2.9
Exklusiv!|2.6
Cleo|3.0
Dva z onoho sveta|0.0
An American Daughter|2.966666666666667
Mar libre|3.0
To Another Woman|0.0
...The 'Ouses in Between|0.0
West of Paradise|3.9
Professionals Only Need Apply|3.3
Life's a Zoo|2.6333333333333333
Llagas|2.7
Big Trouble|0.0
Heartless Husbands|2.1
Almost Married|0.0
Across Forever|2.7
(#13.17)|0.0
The Marshal|3.05
Freeman|0.0
Sh-h-h-h-h-h|2.7
Buried Treasure|3.15
Enciende la magia de la Navidad|3.6
Crusade|2.8
La horde|3.05
Hell: A Cyberpunk Thriller|3.0
Humanimal|0.0
The Turn of the Screw|2.8
Lenya - Die größte Kriegerin aller Zeiten|2.725
'Til Death Do Us Part|2.85
Love Island|3.0
Won't You Waltz the Merry Widow Waltz with Me?|0.0
Gulliver's Travels|2.5
Frank Lloyd Wright: The Office for Edgar J. Kaufmann|3.3
Home on the Range|3.2
48th Highlanders Regiment|3.4
Prelude to a Kiss|3.3
Confidence Man|3.25
Nick the Geek|2.6
MGM Christmas Trailer|0.0
La liberté en croupe|3.15
Mr. Mummery's Suspicion|0.0
Town Hall Party|0.0
Word Games|2.1
Sri Lankan|2.9
Toy Soldier|2.8
"Pin Onna no Merry Christmas - Koi Shitai|0.0
An Echo of Theresa|3.3
Asteroids|3.4
On Trial|0.0
Iron Pipeline|2.65
Expiry Date|3.4
Unfair Exchange|3.0
Gentleman's Intermission|2.4
The Human Error|0.0
Big Bank Take Little Bank|0.0
Island of Blood|0.0
The Man on the Fairway|2.9
Squeakend at Bucky's/Kuzco Fever|2.8
(#41.37)|3.25
The Guy Lombardo Show|3.1
Kummeli Alivuokralainen|2.65
Dead Line|0.0
Black Widow Wajah Ayu|0.0
Independence Day: Creating Reality|0.0
Chicken|2.9
Yardbirds|2.85
Mr. R.I.N.G.|0.0
Top 4 Performance Show: Elvis Presley|3.2
Mickey's 60th Birthday|2.9
La última cena|0.0
Shougi 2|0.0
Kisnevij Golod|2.4
(#11.5)|4.0
Olhar Eletrônico|3.25
The Carpenters: A Christmas Portrait|2.7
Meu Querido Avô|0.0
Rockman DASH 2|2.9
The Battle of Local 5668|2.6
In the Zone|2.8
Groteszk|3.2
Zaragoza|2.7
The Towel|0.0
Happy Weekend|2.4
Tijdens een volksfeest had de legendarische reconstructie plaats van het verslaan van de draak door Sint-Joris|0.0
(2011-12-29)|2.6
Aliens in the Attic: The Ashley Encounters|2.7
Yonin tora o nasu|3.4
The Mark of Dracula|0.0
Gang Busters|0.0
Barney Zeitz: Plymouth Immigrant Memorial|3.1
Castle in the Sky: The Producer's Perspective - Meeting Miyazaki|0.0
Turandot|0.0
Awesome the Hedgehog|3.15
Stardom|0.0
Rupan Sansei: Ai no da capo - Fujiko's Unlucky Days|3.4
The Rise and Fall of Sergeant Schultz|0.0
Sweet Jenny Lee|2.8
(2004-05-14)|3.05
Original Sin|0.0
Floradas na Serra|0.0
Lotto 6/66|3.5
Pori|3.3
(#1.2)|3.1
UFC: Ultimate Brazil|0.0
Der schwarze Husar|3.0
A Dog's Life|0.0
Inside Detroit|3.3
(#12.48)|2.933333333333333
Bezobraznaya Elza|3.1333333333333333
When Greek Meets Greek|0.0
Words and Music|0.0
Linda Gray|3.388888888888889
Vanhat varikset|0.0
Lambs Will Gamble|0.0
(#39.29)|3.566666666666667
(2007-07-30)|2.5
Leningrad|0.0
K-9000: A Space Oddity|0.0
Dr. Feelgood|0.0
Darkfever|2.6
A Perfect Day|2.5
See for Yourself|3.6
Baa Baa Blacksheep|2.8
(#1.5222)|2.9
Scott Pilgrim vs. the World: The Game|2.5
The Making of 'Soy tu fan: Season 2'|3.375
Tileoptika Vraveia TV Ethnos - Prosopa 2008|2.55
The Fall of the House of Usher|3.1
Visita en Sarriá y hombre en la multitud|0.0
Sharon's Lazy Roommate|2.4
Clementine|2.6
El tesoro de Moctezuma|2.9
Søren Søndervold|3.3
Kaksi miestä Kiinasta|3.25
The Madwoman of Chaillot|3.2
Shark Cop|0.0
Shit Pickle|0.0
Ying han|0.0
Lagerfeld Confidential|0.0
Conflict|3.4
Les orgueilleux|3.15
The Unbeliever|3.0
Mix|0.0
An Evening with Mr. and Mrs. Lincoln|2.9
Valiant|2.8
Panic in Town|3.6
(#2.1)|2.9
The Virgin Queen of St. Francis High|3.0
"Prodlis|2.9
Veshtestveno dokazatelstvo|3.3
The Owl Kingdom|3.2
C.U.M.: Conventional Urge Management|3.7
The Flying Cross|0.0
Padre tiempo|3.0
Hair-Trigger Casey|3.2
Kazakebi|3.2
Prosopa lismonimena|3.3666666666666667
You Can't Escape|0.0
Athens 2004 Olympic Games Opening Ceremony|2.95
Royal Rumble|2.6
(#6.2)|0.0
Blondie|2.7
Tea with Betty|3.25
Titus Andronicus|0.0
Spider-Man and the X-Men: Arcade's Revenge|0.0
De Cock en de moord op grote hoogte|3.2
Struggling Suits|2.8
"Shanghai Saga: Other Skies|0.0
Hansel & Gretel Get Baked|3.1
Captive|3.2
The Price of Fame|0.0
Myung ryoung-027 ho|0.0
Love Has Many Faces|3.2
The World of Art Presents: Portrait Sketch Workshop: A Beginner's Guide to Portrait Sketches in Pastels|0.0
Constellations|0.0
Insight|0.0
Capcom vs SNK 2: Millionaire Fighting 2001|0.0
Making 'Superman': Filming the Legend|0.0
W.C. Fields: Behind the Laughter|2.9
The Wayne and Shuster Years|3.05
Ya-gan-bi-hang|2.4
La naissance du jour|0.0
Hoop en verlangen|2.3
"Animation Block Party Mix-Tape|3.2
Dark Horizon: Part 2|3.3
Eins zu Eins|3.1
Simon Baker/Nicole 'Snooki' Polizzi/Maroon 5|3.0
Conquistadors|2.3
Arte popular IV|2.8666666666666667
My Brother Jack|3.1
Woman on the Run|3.2
Mud and Sand|2.9
R vs Chandler|3.65
Pole Poppenspäler|3.3
O_chi|2.8
The Last Blossom|3.0
(#1.9845)|3.7
Prose & Cons|3.0
Pretty Polly|3.8
Foreign Land|0.0
School's Out: The Life of a Gay High School in Texas|0.0
Gina Yashere: Skinny B*tch|0.0
Sweedie and the Lord|3.45
Ivan|0.0
"Ultramarines: A Warhammer 40|0.0
Lost and Found/Dick Turpin's Last Ride|0.0
(#1.98)|0.0
(2010-03-30)|2.8
Tha se kano vasilissa|3.0
Mort prématurée|3.2
Zui yao yuan de ju li|3.2
Hämeenkyrön heinänteko|2.9
The Secret Life of Walter Mitty|3.3
All for One|3.0
(#39.63)|2.85
Het verleden is het verleden|2.7
Star and Stella Save the World|3.3
Kopflos|3.15
Creed Fisher and the Redneck Nation Band: Guitar Man|3.2
(1995-07-27)|0.0
George Carlin/Billy Preston/Janis Ian|2.8
The Merry Widow|3.6
Happy New Year! 2005|2.675
The Snow Queen|2.8
The Princess' Necklace|0.0
Die Hinrichtung|0.0
(#1.14)|0.0
Tout dans le jardin|3.0
Animals in the Bible|3.0
Why Can't I Go Home?|2.95
Von Null Uhr Eins bis Mitternacht - Der abenteuerliche Urlaub des Mark Lissen|3.3
Putting Pants on Philip|3.25
Onna no issho|2.9
Hellscape|0.0
Peter Ustinov in China|0.0
Kate Heller|0.0
Oh La La Glamour Girls 44: The Petticoat Special No.9|0.0
Jeffrey Dahmer: The Monster Within|3.2
Mummy an' the Armadillo|3.5
30 Kmh|2.55
Hangin' with Mr. Cooper|3.6
Sun nui yau sum|3.3
Bill Bixby|2.3
Hatchet Attacks: Live from Red Rocks|2.85
Closure|2.925925925925926
La historia de Celia Piran|3.3
The Bedford Diaries|2.45
No Limits|0.0
Gangster Squad: Meet the Gangster Squad|3.8
18 valokuvaa|3.0
Erkan & Stefan in Der Tod kommt krass|2.7
Cinderella Man|2.7
"Rod|0.0
Ashes to Ashes|3.45
Mit liv med golf|3.6
John Gotti: Convicted|3.15
Man Bait|3.4
Ils n'ont pas 20 ans|2.4
Capcom World: Adobenchâ Kuizu|0.0
Girl Talk|2.95
The Wreck of the Hesperus|0.0
Big Max Calvada|2.3
California Weather|3.0
Sleepy Hollow: Behind the Legend|3.3
The Phone|3.3
Suzumiya Haruhi no taiketsu|3.2
(#12.17)|3.05
Winter Salad|0.0
Stalk the Wild Child|0.0
Command Fire|0.0
Kulman pojat|0.0
La incorregible|2.7
Art for Teachers of Children|3.3
Love Songs for Scumbags|2.95
Rubí|0.0
Singles|0.0
Moving Target|2.7666666666666666
(#1.7)|3.7
Session 9|2.7
Quase Dois Irmãos|2.5
(2004-05-01)|0.0
Tougher Than Leather|0.0
The Bogus Man|3.0
71° nord|0.0
Les naufragés de l'espace|0.0
Pecado Capital|0.0
Big Little Person|0.0
Lågor i dunklet|0.0
Koochie Koochie Hota Hai|2.9
Premiere|3.7
Even Stevens|0.0
Vorwärts wie rückwärts|0.0
Tamam-e vasvaseha-ye zamin|3.4
Carnival of Monsters: Episode Four|2.575
Rennie's Landing|3.0
June Lockhart vs. Barry Sullivan|2.7666666666666666
Trailed to the Hills|2.9
"Kadiamor|0.0
Little Green Men|3.3
Caminos de Castilla|3.05
Too Close for Combat/Fins of War|0.0
Rex vs. Singh|3.35
Il malefico anello|3.0
Time of the Earth: A Desert Dreamtime Journey|0.0
Infamy|0.0
For Wives Only|3.2
Finding Anastasia|2.8
The Life You Save Is Yours|3.2
Coma|2.95
Dancing in the Dark|0.0
Brilliant But Cancelled|2.8
Bob Barker: Master of Ceremonies|0.0
We Interrupt This Season|0.0
(2006-01-22)|2.65
2004 Gemini Awards|3.0
Ang buhay at pag-ibig ni Dr. Jose Rizal|3.2
Ein Schatz fürs Leben - Abenteuer in Panama|3.0
Double Vision|3.25
Future Cop|3.35
